0.079370 0.000000 0.000000 0.000000
0.238110 0.000000 0.000000 0.000000
0.396850 0.000000 0.000000 0.000000
0.555590 0.000000 0.000000 0.000000
0.714330 0.000000 0.000000 0.000000
0.873071 0.000000 0.000000 0.000000
1.031811 0.000000 0.000000 0.000000
1.190551 0.000000 0.000000 0.000000
1.349291 0.000000 0.000000 0.000000
1.508031 0.000000 0.000000 0.000000
1.666771 0.000000 0.000000 0.000000
1.825511 0.000000 0.000000 0.000000
1.984251 0.000000 0.000000 0.000000
2.142991 0.000000 0.000000 0.000000
2.301731 0.000000 0.000000 0.000000
2.460472 0.000001 2.332516 2.349550
2.619212 0.000019 0.074245 3.014455
2.777952 0.001662 0.017013 2.617059
2.936692 0.078708 0.002972 2.512950
3.095432 0.673592 0.008455 2.496368
3.254172 1.391782 0.018312 2.480282
3.412912 1.108299 0.021439 2.464195
3.571652 0.619942 0.026331 2.462703
3.730392 0.431022 0.027137 2.465319
3.889132 0.478136 0.035768 2.470327
4.047873 0.703110 0.041886 2.474643
4.206613 0.886478 0.044379 2.470654
4.365353 0.842474 0.050242 2.464045
4.524093 0.705838 0.053377 2.468320
4.682833 0.622428 0.054620 2.462700
4.841573 0.631511 0.060433 2.468326
5.000313 0.699144 0.062940 2.464375
5.159053 0.755276 0.065877 2.464737
5.317793 0.751881 0.070837 2.465750
5.476533 0.714279 0.076384 2.465896
5.635274 0.683163 0.076557 2.465154
5.794014 0.682360 0.079748 2.463986
5.952754 0.702231 0.084167 2.465868
6.111494 0.720971 0.087172 2.465844
6.270234 0.722264 0.085593 2.462831
6.428974 0.712465 0.092720 2.466061
6.587714 0.701656 0.094402 2.464138
6.746454 0.698783 0.093393 2.466461
6.905194 0.704551 0.097216 2.466725
7.063934 0.712437 0.097583 2.461458
7.222675 0.713631 0.097637 2.466592
7.381415 0.710342 0.102592 2.462383
7.540155 0.706056 0.109024 2.461455
7.698895 0.705053 0.102341 2.464500
7.857635 0.706957 0.109553 2.461004
8.016375 0.707137 0.109716 2.463008
8.175115 0.710474 0.109431 2.463151
8.333855 0.709528 0.110584 2.465554
8.492595 0.706174 0.108478 2.459601
8.651335 0.706151 0.112633 2.461462
8.810076 0.707946 0.112748 2.464134
8.968816 0.708774 0.113867 2.465314
9.127556 0.707706 0.109949 2.463684
9.286296 0.709083 0.113388 2.465190
9.445036 0.705749 0.112234 2.467570
9.603776 0.706976 0.109514 2.465959
9.762516 0.709008 0.112115 2.469889
9.921256 0.707965 0.110943 2.464933
10.079996 0.708605 0.106930 2.464094
10.238737 0.707900 0.110180 2.461218
10.397477 0.706029 0.107820 2.464462
10.556217 0.706182 0.108491 2.462940
10.714957 0.705379 0.102934 2.464423
10.873697 0.709651 0.103172 2.464922
11.032437 0.712030 0.102613 2.465289
11.191177 0.710783 0.100328 2.467894
11.349917 0.704663 0.097423 2.467813
11.508657 0.699147 0.095734 2.470030
11.667397 0.700880 0.091684 2.465992
11.826138 0.713079 0.091452 2.463908
11.984878 0.722545 0.088352 2.465734
12.143618 0.719344 0.085791 2.468432
12.302358 0.700809 0.083047 2.464173
12.461098 0.682472 0.079029 2.468199
12.619838 0.685469 0.076778 2.468177
12.778578 0.714578 0.074992 2.468434
12.937318 0.752965 0.071658 2.464917
13.096058 0.754014 0.067519 2.464184
13.254798 0.697459 0.064374 2.464987
13.413539 0.631572 0.061293 2.464819
13.572279 0.623383 0.053977 2.462989
13.731019 0.705420 0.052308 2.462551
13.889759 0.842373 0.049093 2.464042
14.048499 0.885327 0.044830 2.469019
14.207239 0.704214 0.040021 2.470145
14.365979 0.479044 0.037861 2.470025
14.524719 0.430694 0.028128 2.471804
14.683459 0.620656 0.026249 2.465514
14.842199 1.107576 0.023457 2.465979
15.000940 1.392796 0.017402 2.481994
15.159680 0.673227 0.013149 2.498811
15.318420 0.079045 0.000983 2.518356
15.477160 0.001728 0.011651 2.565368
15.635900 0.000014 0.145962 2.061233
15.794640 0.000000 0.000000 0.000000
